No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv,Notes
1404,Barasa,Crispinus C,40,Busia,227,Nambale,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1405,Bunyasi,Sakwa John,40,Busia,227,Nambale,62,Amani National Congress,ANC,
1406,Ijora,Leo Nyongesa,40,Busia,227,Nambale,27,Jubilee Party,JP,
1407,Mayabi,Benaiah Nyendwe,40,Busia,227,Nambale,IND,Independent,IND,
1408,Mulanya,Geoffrey Ekesa,40,Busia,227,Nambale,21,Orange Democratic Movement,ODM,
1409,Obote,Edwin Ouma,40,Busia,227,Nambale,IND,Independent,IND,
1410,Okemo,Chrysanthus,40,Busia,227,Nambale,3,The Labour Party of Kenya,LPK,
1411,Osama,Ferdinand Kizito,40,Busia,227,Nambale,12,Wiper Democratic Movement - Kenya,WDM-K,
1412,Mugeni,Gilbert Wesonga,40,Busia,228,Matayos,27,Jubilee Party,JP,
1413,Odanga,Geoffrey Makokha,40,Busia,228,Matayos,21,Orange Democratic Movement,ODM,
1414,Okwero,Justine Paul,40,Busia,228,Matayos,64,United Democratic Party,UDP,
1415,Omanyo,Catherine Nakhabi,40,Busia,228,Matayos,62,Amani National Congress,ANC,
1416,Onyango,Polycarp Otieno,40,Busia,228,Matayos,3,The Labour Party of Kenya,LPK,
1417,Osore,Emmanuel Charles,40,Busia,228,Matayos,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1418,Wandera,Dennis Bwire,40,Busia,228,Matayos,28,Maendeleo Democratic Party,MDP,
1419,Chessa,Bonaventure Okola,40,Busia,229,Butula,25,Progressive Party of Kenya,PPOK,
1420,Makokha,Mary Aconsilia,40,Busia,229,Butula,IND,Independent,IND,
1421,Maroko,Leonard Omondi,40,Busia,229,Butula,27,Jubilee Party,JP,
1422,Musundi,Jophinus Makokha,40,Busia,229,Butula,12,Wiper Democratic Movement - Kenya,WDM-K,
1423,Odhiambo,Alfred Bwire,40,Busia,229,Butula,62,Amani National Congress,ANC,
1424,Okodde,Bob Edwins,40,Busia,229,Butula,IND,Independent,IND,
1425,Onyura,Michael Aringo,40,Busia,229,Butula,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1426,Othieno,Patrick Oduma,40,Busia,229,Butula,IND,Independent,IND,
1427,Oyula,Joseph H Maero,40,Busia,229,Butula,21,Orange Democratic Movement,ODM,
1428,Busera,Pius Nanyanga,40,Busia,230,Funyula,IND,Independent,IND,
1429,Hanningtone,Oseno Mark,40,Busia,230,Funyula,62,Amani National Congress,ANC,
1430,Masombo,Eugene Victor Wandera,40,Busia,230,Funyula,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1431,Ogandoh,George Linnarex,40,Busia,230,Funyula,27,Jubilee Party,JP,
1432,Oundo,Wilberforce Ojiambo,40,Busia,230,Funyula,21,Orange Democratic Movement,ODM,
1433,Adundoh,Deogracious Bwire,40,Busia,231,Budalangi,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1434,Buluma,Patrick Namangare,40,Busia,231,Budalangi,62,Amani National Congress,ANC,
1435,Nakitari,Andrew Mwakira,40,Busia,231,Budalangi,IND,Independent,IND,
1436,Namwamba,Pius Ababu,40,Busia,231,Budalangi,3,The Labour Party of Kenya,LPK,
1437,Obara,Vincent David,40,Busia,231,Budalangi,IND,Independent,IND,
1438,Wangira,Mediatrice,40,Busia,231,Budalangi,27,Jubilee Party,JP,
1439,Wanjala,Raphael Bitta  Sauti,40,Busia,231,Budalangi,21,Orange Democratic Movement,ODM,
1440,Adeya,Alex Obonyo,41,Siaya,232,Ugenya,27,Jubilee Party,JP,
1441,Karani,Christopher Odhiambo,41,Siaya,232,Ugenya,21,Orange Democratic Movement,ODM,
1442,Ochieng,David Ouma,41,Siaya,232,Ugenya,72,Movement for Democracy and Growth,MDG,
1443,Oduor,Jarim Elly Omogi,41,Siaya,232,Ugenya,56,Forum for Republican Democracy,FORD,
1444,Oduor,Philip Onyango,41,Siaya,232,Ugenya,62,Amani National Congress,ANC,
1445,Nduku,Thomas Win Odhiambo,41,Siaya,233,Ugunja,IND,Independent,IND,
1446,Ochieng,George Owino,41,Siaya,233,Ugunja,IND,Independent,IND,
1447,Okumu,Maurice Jumah,41,Siaya,233,Ugunja,IND,Independent,IND,
1448,Otieno,Joseph Alur,41,Siaya,233,Ugunja,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1449,Wandayi,James Opiyo,41,Siaya,233,Ugunja,21,Orange Democratic Movement,ODM,
1450,Atandi,Samuel Onunga,41,Siaya,234,Alego Usonga,21,Orange Democratic Movement,ODM,
1451,Odunga,Charles Achieng,41,Siaya,234,Alego Usonga,IND,Independent,IND,
1452,Ogutu,Rosemary Adhiambo,41,Siaya,234,Alego Usonga,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1453,Omondi,George W Mallan,41,Siaya,234,Alego Usonga,IND,Independent,IND,
1454,Oudia,Maslister Anyango,41,Siaya,234,Alego Usonga,54,Chama Cha Mashinani,CCM,
1455,Masime,Francis Ombodo,41,Siaya,235,Gem,27,Jubilee Party,JP,
1456,Midiwo,Washington Jakoyo,41,Siaya,235,Gem,IND,Independent,IND,
1457,Ngesa,Booker Omole,41,Siaya,235,Gem,32,Social Democratic Party of Kenya,SDP,
1458,Ochieng',Denis Arua,41,Siaya,235,Gem,69,Liberal Democratic Party,LDP,
1459,Odhiambo,Elisha Ochieng,41,Siaya,235,Gem,21,Orange Democratic Movement,ODM,
1460,Okinda,Julius Okongo,41,Siaya,235,Gem,49,Federal Party of Kenya,FPK,
1461,Owiti,James Wamban,41,Siaya,235,Gem,IND,Independent,IND,
1462,Indidis,Dola Athanas,41,Siaya,236,Bondo,IND,Independent,IND,
1463,Mwai,John Andiwo,41,Siaya,236,Bondo,IND,Independent,IND,
1464,Ogolla,Gideon Ochanda,41,Siaya,236,Bondo,21,Orange Democratic Movement,ODM,
1465,Okello,Patrick Davis Onyango,41,Siaya,236,Bondo,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1466,Omamo,William Osewe,41,Siaya,236,Bondo,27,Jubilee Party,JP,
1467,Adhola,Augustine Neto,41,Siaya,237,Rarieda,IND,Independent,IND,
1468,Amollo,Paul Otiende,41,Siaya,237,Rarieda,21,Orange Democratic Movement,ODM,
1469,Otieno,Geoffrey Andrew,41,Siaya,237,Rarieda,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1470,Ahmed,Shakeel Ahmed Shabbir,42,Kisumu,238,Kisumu East,IND,Independent,IND,
1471,Gwendo,Joy Adhiambo,42,Kisumu,238,Kisumu East,27,Jubilee Party,JP,
1472,Oloo,Nelson Kabaka,42,Kisumu,238,Kisumu East,62,Amani National Congress,ANC,
1473,Onyango,Mary Atieno,42,Kisumu,238,Kisumu East,34,Safina,SAFINA,
1474,Oricho,Nicholas Odongo,42,Kisumu,238,Kisumu East,21,Orange Democratic Movement,ODM,
1475,Abayo,Joram Odhiambo,42,Kisumu,239,Kisumu West,27,Jubilee Party,JP,
1476,Aluoch,John Olago,42,Kisumu,239,Kisumu West,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1477,Awiti,John Obiero,42,Kisumu,239,Kisumu West,21,Orange Democratic Movement,ODM,
1478,Ndinya,Godfery Omondi,42,Kisumu,239,Kisumu West,62,Amani National Congress,ANC,
1479,Obiero,Kennedy Onyango,42,Kisumu,239,Kisumu West,IND,Independent,IND,
1480,Okidi,Michael Ochieng,42,Kisumu,239,Kisumu West,61,Citizens Convention Party,CCP,
1481,Ajulu,Daniel Ochieng,42,Kisumu,240,Kisumu Central,73,Alternative Leadership Party of Kenya,ALPK,
1482,Diang'a,James  Wahore,42,Kisumu,240,Kisumu Central,27,Jubilee Party,JP,
1483,Humphrey,Oduor Otieno,42,Kisumu,240,Kisumu Central,61,Citizens Convention Party,CCP,
1484,Obure,John Michael Obure,42,Kisumu,240,Kisumu Central,49,Federal Party of Kenya,FPK,
1485,Odongo,Yussuf Ooro,42,Kisumu,240,Kisumu Central,IND,Independent,IND,
1486,Ouda,Fred Odhiambo,42,Kisumu,240,Kisumu Central,21,Orange Democratic Movement,ODM,
1487,Weda,George Nyambune,42,Kisumu,240,Kisumu Central,47,Farmers Party,FP,
1488,Nyagaya,Victor Oginga J,42,Kisumu,241,Seme,IND,Independent,IND,
1489,Nyikal,James Wambura,42,Kisumu,241,Seme,21,Orange Democratic Movement,ODM,
1490,Okello,Samuel Ojwang,42,Kisumu,241,Seme,IND,Independent,IND,
1491,Otieno,Bonface Ojwang,42,Kisumu,241,Seme,27,Jubilee Party,JP,
1492,Okelo,Jared Odoyo,42,Kisumu,242,Nyando,21,Orange Democratic Movement,ODM,
1493,Sidigu,Michael Otieno,42,Kisumu,242,Nyando,27,Jubilee Party,JP,
1494,Auma,John Ochieng,42,Kisumu,243,Muhoroni,61,Citizens Convention Party,CCP,
1495,Nyaliech,Jack Ochieng,42,Kisumu,243,Muhoroni,33,Kenya African National Union,KANU,
1496,Obera,John Okeyo,42,Kisumu,243,Muhoroni,62,Amani National Congress,ANC,
1497,Olweny,Patrick Ayiecho,42,Kisumu,243,Muhoroni,21,Orange Democratic Movement,ODM,
1498,Ong'elle,Francis Ogot,42,Kisumu,243,Muhoroni,27,Jubilee Party,JP,
1499,Ogondi,Stephen Ogallo,42,Kisumu,244,Nyakach,IND,Independent,IND,
1500,Okolo,Enos Gundi,42,Kisumu,244,Nyakach,27,Jubilee Party,JP,
1501,Owuor,Joshua Aduma,42,Kisumu,244,Nyakach,21,Orange Democratic Movement,ODM,
1502,Chore,Caroline Achieng,43,Homa Bay,245,Kasipul,IND,Independent,IND,
1503,Majiwa,Daniel Okindo,43,Homa Bay,245,Kasipul,IND,Independent,IND,
1504,Nyakongo,John Omollo,43,Homa Bay,245,Kasipul,12,Wiper Democratic Movement - Kenya,WDM-K,
1505,Ogal,Dancun Owuor,43,Homa Bay,245,Kasipul,27,Jubilee Party,JP,
1506,Omollo,John Omoga,43,Homa Bay,245,Kasipul,IND,Independent,IND,
1507,Were,Charles Ong'ondo,43,Homa Bay,245,Kasipul,21,Orange Democratic Movement,ODM,
1508,Juma,Evance Washingtone,43,Homa Bay,246,Kabondo Kasipul,IND,Independent,IND,
1509,Nyandiko,Vincent Erick  Okoth,43,Homa Bay,246,Kabondo Kasipul,62,Amani National Congress,ANC,
1510,Obara,Eve Akinyi,43,Homa Bay,246,Kabondo Kasipul,21,Orange Democratic Movement,ODM,
1511,Odhiambo,Geophrey Ochieng,43,Homa Bay,246,Kabondo Kasipul,27,Jubilee Party,JP,
1512,Onunda,David Omondi,43,Homa Bay,246,Kabondo Kasipul,IND,Independent,IND,
1515,Dola,Tom,43,Homa Bay,247,Karachuonyo,IND,Independent,IND,
1516,Kodoh,Elijah Odondi,43,Homa Bay,247,Karachuonyo,IND,Independent,IND,
1517,Odhoch,David Ronald Ngala,43,Homa Bay,247,Karachuonyo,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1518,Okuome,Andrew Adipo,43,Homa Bay,247,Karachuonyo,21,Orange Democratic Movement,ODM,
1519,Awiti,Fred Otieno,43,Homa Bay,248,Rangwe,IND,Independent,IND,
1520,Gogo,Lilian Achieng,43,Homa Bay,248,Rangwe,21,Orange Democratic Movement,ODM,
1521,K'omolo,Erick Onyango,43,Homa Bay,248,Rangwe,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1522,Odaje,William Omburo,43,Homa Bay,248,Rangwe,IND,Independent,IND,
1523,Odhiambo,Ezra G Odondi,43,Homa Bay,248,Rangwe,70,Green Congress of Kenya,GCK,
1524,Ogalo,George Oner,43,Homa Bay,248,Rangwe,IND,Independent,IND,
1525,Okello,Thomas Juma,43,Homa Bay,248,Rangwe,27,Jubilee Party,JP,
1526,Adede,Eric Otieno,43,Homa Bay,249,Homa Bay Town,IND,Independent,IND,
1527,Agola,Joshua Wasonga,43,Homa Bay,249,Homa Bay Town,IND,Independent,IND,
1528,Atieno,Kidew Jael,43,Homa Bay,249,Homa Bay Town,27,Jubilee Party,JP,
1529,Awuor,Boniface Ochien'g,43,Homa Bay,249,Homa Bay Town,62,Amani National Congress,ANC,
1530,Kaluma,George Peter Opondo,43,Homa Bay,249,Homa Bay Town,21,Orange Democratic Movement,ODM,
1531,Odoyo,Collins Otieno,43,Homa Bay,249,Homa Bay Town,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1532,Ogindo,Martin Otieno,43,Homa Bay,249,Homa Bay Town,70,Green Congress of Kenya,GCK,
1533,Onjiko,Michael Ooko,43,Homa Bay,249,Homa Bay Town,IND,Independent,IND,
1534,Owino,Martin Peters,43,Homa Bay,250,Ndhiwa,21,Orange Democratic Movement,ODM,
1535,Konyando,Duncan Otieno,43,Homa Bay,250,Ndhiwa,73,Alternative Leadership Party of Kenya,ALPK,
1536,Midam,Oscar Oluoch,43,Homa Bay,250,Ndhiwa,49,Federal Party of Kenya,FPK,
1537,Neto,Oyugi Aghostinho,43,Homa Bay,250,Ndhiwa,IND,Independent,IND,
1538,Odhiambo,Maurice Okoth,43,Homa Bay,250,Ndhiwa,27,Jubilee Party,JP,
1539,Ojode,Mary Awuor,43,Homa Bay,250,Ndhiwa,62,Amani National Congress,ANC,
1540,Akali,James Agembe,43,Homa Bay,251,Mbita,IND,Independent,IND,
1541,Odhiambo,Millie Grace Akoth,43,Homa Bay,251,Mbita,21,Orange Democratic Movement,ODM,
1542,Odhiambo,Noah Onyango,43,Homa Bay,251,Mbita,62,Amani National Congress,ANC,
1543,Okwiry,Silas Onyango,43,Homa Bay,251,Mbita,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1544,Otieno,Joseph Oyuko,43,Homa Bay,251,Mbita,27,Jubilee Party,JP,
1545,Ng'ongo,Mbadi John,43,Homa Bay,252,Suba,21,Orange Democratic Movement,ODM,
1546,Mwanzia,Lucy Achieng,43,Homa Bay,252,Suba,27,Jubilee Party,JP,
1547,Ochola,Peter  Canisio Otieno,43,Homa Bay,252,Suba,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1548,Abuor,Paul Odalo Mak' Ojuando,44,Migori,253,Rongo,21,Orange Democratic Movement,ODM,
1549,Aluochier,Isaac Aluoch Polo,44,Migori,253,Rongo,IND,Independent,IND,
1550,Anyango,Dalmas  Otieno,44,Migori,253,Rongo,IND,Independent,IND,
1551,Ngani,Joseph Ongondo,44,Migori,253,Rongo,IND,Independent,IND,
1552,Ocholla,Kennedy K'okeyo,44,Migori,253,Rongo,IND,Independent,IND,
1553,Ondiek,Michael Otieno,44,Migori,253,Rongo,IND,Independent,IND,
1554,Ongadi,Kennedy John,44,Migori,253,Rongo,IND,Independent,IND,
1555,Alata,Augustine Neto,44,Migori,254,Awendo,IND,Independent,IND,
1556,Nyawata,Enos Ouma,44,Migori,254,Awendo,IND,Independent,IND,
1557,Opiyo,Jared Odhiambo,44,Migori,254,Awendo,IND,Independent,IND,
1558,Otieno,Joseph Owuor,44,Migori,254,Awendo,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1559,Otieno,Micah Omondi,44,Migori,254,Awendo,IND,Independent,IND,
1560,Owino,John Walter,44,Migori,254,Awendo,21,Orange Democratic Movement,ODM,
1561,Dache,Pesa John,44,Migori,255,Suna East,IND,Independent,IND,
1562,Hillary,Tom Mboya,44,Migori,255,Suna East,58,Republican Liberty Party,RLP,
1563,Nuh,Junet Sheikh,44,Migori,255,Suna East,21,Orange Democratic Movement,ODM,
1564,Odipo,Patrick Ochieng,44,Migori,255,Suna East,62,Amani National Congress,ANC,
1565,Onyango,Hezron Ondigo,44,Migori,255,Suna East,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1566,Kajimba,Philip Alube,44,Migori,256,Suna West,IND,Independent,IND,
1567,Masara,Peter Francis,44,Migori,256,Suna West,IND,Independent,IND,
1568,Ndiege,Joseph Obiero,44,Migori,256,Suna West,21,Orange Democratic Movement,ODM,
1569,Obwandah,Michael Odhiambo,44,Migori,256,Suna West,62,Amani National Congress,ANC,
1570,Ogutu,Michael Otieno,44,Migori,256,Suna West,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1571,Kobado,John Owuor Onyango,44,Migori,257,Uriri,IND,Independent,IND,
1572,Dede,Odira Charles,44,Migori,257,Uriri,IND,Independent,IND,
1573,Lugedi,John Agesa,44,Migori,257,Uriri,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1574,Nyamita,Mark Ogolla,44,Migori,257,Uriri,21,Orange Democratic Movement,ODM,
1575,Adendi,Orem Zacharia,44,Migori,258,Nyatike,62,Amani National Congress,ANC,
1576,Odege,Tom Mboya,44,Migori,258,Nyatike,21,Orange Democratic Movement,ODM,
1577,Obonyo,Samson Olima,44,Migori,258,Nyatike,IND,Independent,IND,
1578,Odero,Alfred Okinyi,44,Migori,258,Nyatike,7,Party of Independent Candidates of Kenya,PICK,
1579,Ogenga,Fredrick Kagosh,44,Migori,258,Nyatike,IND,Independent,IND,
1580,Okello,Essau Elly,44,Migori,258,Nyatike,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1581,Bohoko,Samson Matiko,44,Migori,259,Kuria West,21,Orange Democratic Movement,ODM,
1582,Gesambi,Marwa John,44,Migori,259,Kuria West,67,Maendeleo Chap Chap Party,MCCP,
1583,Machage,Wilfred Gisuka,44,Migori,259,Kuria West,13,Democratic Party of Kenya,DP,
1584,Maroa,Kiriga Selevesta,44,Migori,259,Kuria West,33,Kenya African National Union,KANU,
1585,Marwa,Jane Moronge,44,Migori,259,Kuria West,62,Amani National Congress,ANC,
1586,Masiaga,Moses Murimi,44,Migori,259,Kuria West,54,Chama Cha Mashinani,CCM,
1587,Murimi,Matiko Samuel,44,Migori,259,Kuria West,39,Peoples Democratic Party,PDP,
1588,Mwita,Angela Bali,44,Migori,259,Kuria West,77,Justice and Freedom Party,JFP,
1589,Robi,Mathias Nyamabe,44,Migori,259,Kuria West,27,Jubilee Party,JP,
1590,Saiya,Mogendi Wilson,44,Migori,259,Kuria West,49,Federal Party of Kenya,FPK,
1591,Busunkwi,Kaburu,44,Migori,260,Kuria East,33,Kenya African National Union,KANU,
1592,David,Mwita John,44,Migori,260,Kuria East,67,Maendeleo Chap Chap Party,MCCP,
1593,Kitayama,Marwa Kemero Maisori,44,Migori,260,Kuria East,27,Jubilee Party,JP,
1594,Mabanga,Julius Chacha,44,Migori,260,Kuria East,25,Progressive Party of Kenya,PPOK,
1595,Maroa,Mwita Wilson Paul,44,Migori,260,Kuria East,62,Amani National Congress,ANC,
1596,Matiko,Esther  R Chacha,44,Migori,260,Kuria East,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
1597,Mwikwabe,Thomas Maneno,44,Migori,260,Kuria East,7,Party of Independent Candidates of Kenya,PICK,
1598,Robi,Rahab,44,Migori,260,Kuria East,21,Orange Democratic Movement,ODM,
1599,Atancha,Jeremiah,45,Kisii,261,Bonchari,54,Chama Cha Mashinani,CCM,
1600,Kiari,Asiago Samuel,45,Kisii,261,Bonchari,61,Citizens Convention Party,CCP,
1601,Mogaka,Charles Ndege,45,Kisii,261,Bonchari,19,Kenya Social Congress,KSC,
1602,Momanyi,John Billy,45,Kisii,261,Bonchari,21,Orange Democratic Movement,ODM,
1603,Nyangaga,John Moenga,45,Kisii,261,Bonchari,33,Kenya African National Union,KANU,
1604,Omanwa,Dennis Mogire,45,Kisii,261,Bonchari,71,National Liberal Party,NLP,
1605,Onyancha,Charles,45,Kisii,261,Bonchari,9,Kenya National Congress,KNC,
1606,Opore,Zebedeo John,45,Kisii,261,Bonchari,27,Jubilee Party,JP,
1607,Oyioka,John Oroo,45,Kisii,261,Bonchari,39,Peoples Democratic Party,PDP,
1608,Oyugi,David Ogega,45,Kisii,261,Bonchari,IND,Independent,IND,
1609,Ratemo,Mary Kemunto,45,Kisii,261,Bonchari,25,Progressive Party of Kenya,PPOK,
1610,Bichang'a,Samson,45,Kisii,262,South Mugirango,39,Peoples Democratic Party,PDP,
1611,Makori,Denis Magare,45,Kisii,262,South Mugirango,8,Restore and Build Kenya,RBK,
1612,Maobe,Philip Nyange,45,Kisii,262,South Mugirango,IND,Independent,IND,
1613,Marube,Vincent Amenya,45,Kisii,262,South Mugirango,27,Jubilee Party,JP,
1614,Mogendi,Lilian Nyabonyi,45,Kisii,262,South Mugirango,12,Wiper Democratic Movement - Kenya,WDM-K,
1615,Moreka,Gideon,45,Kisii,262,South Mugirango,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1616,Nyakweba,Enosh Osoro,45,Kisii,262,South Mugirango,19,Kenya Social Congress,KSC,
1617,Ochoi,Kepha Ochora,45,Kisii,262,South Mugirango,40,New Democrats,ND,
1618,Omwange,Thomas Nyabuto,45,Kisii,262,South Mugirango,34,Safina,SAFINA,
1619,Ondora,Joshua John,45,Kisii,262,South Mugirango,21,Orange Democratic Movement,ODM,
1620,Onyango,Joseph Mirobe,45,Kisii,262,South Mugirango,58,Republican Liberty Party,RLP,
1621,Onyiego,Silvanus Osoro,45,Kisii,262,South Mugirango,9,Kenya National Congress,KNC,
1622,Sagero,Josephat Abaga Fan,45,Kisii,262,South Mugirango,IND,Independent,IND,
1623,Maaga,Josiah Onkundi Karori,45,Kisii,263,Bomachoge Borabu,21,Orange Democratic Movement,ODM,
1624,Mbeche,Samson Bosire,45,Kisii,263,Bomachoge Borabu,75,Empowerment and Liberation Party,ELP,
1625,Mogoi,Gertrudah Nyatich,45,Kisii,263,Bomachoge Borabu,62,Amani National Congress,ANC,
1626,Mosingi,Dominic Omoke,45,Kisii,263,Bomachoge Borabu,38,Peoples Empowerment Party,PEP,
1627,Nyatangi,Adams Nyabuto,45,Kisii,263,Bomachoge Borabu,67,Maendeleo Chap Chap Party,MCCP,
1628,Obure,Ferdinand Ondabu,45,Kisii,263,Bomachoge Borabu,54,Chama Cha Mashinani,CCM,
1629,Ogutu,Zadoc Abel,45,Kisii,263,Bomachoge Borabu,IND,Independent,IND,
1630,Oigara,Credius Nyamwange N,45,Kisii,263,Bomachoge Borabu,34,Safina,SAFINA,
1631,Omuga,Geoffrey Moimbo,45,Kisii,263,Bomachoge Borabu,9,Kenya National Congress,KNC,
1632,Ondabu,Jason,45,Kisii,263,Bomachoge Borabu,IND,Independent,IND,
1633,Ondiba,Duke Mainga,45,Kisii,263,Bomachoge Borabu,12,Wiper Democratic Movement - Kenya,WDM-K,
1634,Onyancha,Hezron Oichoe,45,Kisii,263,Bomachoge Borabu,IND,Independent,IND,
1635,Onyancha,Omagwa Joel,45,Kisii,263,Bomachoge Borabu,27,Jubilee Party,JP,
1636,Siambe,Christopher Amis,45,Kisii,263,Bomachoge Borabu,19,Kenya Social Congress,KSC,
1637,Bwochora,David Ogega,45,Kisii,264,Bobasi,19,Kenya Social Congress,KSC,
1638,Kirioba,Samson Maisiba,45,Kisii,264,Bobasi,67,Maendeleo Chap Chap Party,MCCP,
1639,Luka,Evans Mogoa,45,Kisii,264,Bobasi,62,Amani National Congress,ANC,
1640,Manoti,Stephen Kengere,45,Kisii,264,Bobasi,27,Jubilee Party,JP,
1641,Mogere,Naftal Okongo,45,Kisii,264,Bobasi,21,Orange Democratic Movement,ODM,
1642,Moywaywa,Saul,45,Kisii,264,Bobasi,7,Party of Independent Candidates of Kenya,PICK,
1643,Obiri,Innocent Momanyi,45,Kisii,264,Bobasi,39,Peoples Democratic Party,PDP,
1644,Obwogi,Richard,45,Kisii,264,Bobasi,12,Wiper Democratic Movement - Kenya,WDM-K,
1645,Ogoti,Henry Nyabuto,45,Kisii,264,Bobasi,33,Kenya African National Union,KANU,
1646,Omari,Samuel Mogusu,45,Kisii,264,Bobasi,9,Kenya National Congress,KNC,
1647,Alfah,Miruka Ondieki,45,Kisii,265,Bomachoge Chache,9,Kenya National Congress,KNC,
1648,Atika,Astariko Otieno,45,Kisii,265,Bomachoge Chache,29,National Rainbow Coalition,NARC,
1649,Edgar,Ombongi  Arori,45,Kisii,265,Bomachoge Chache,58,Republican Liberty Party,RLP,
1650,Kibegwa,Nehemiah Oyunge,45,Kisii,265,Bomachoge Chache,IND,Independent,IND,
1651,Matoke,Abdalla Nyagaka,45,Kisii,265,Bomachoge Chache,62,Amani National Congress,ANC,
1652,Mititi,Fredrick Mogere,45,Kisii,265,Bomachoge Chache,67,Maendeleo Chap Chap Party,MCCP,
1653,Momanyi,Peter Jim,45,Kisii,265,Bomachoge Chache,34,Safina,SAFINA,
1654,Nyakwara,Pius Nyambane,45,Kisii,265,Bomachoge Chache,33,Kenya African National Union,KANU,
1655,Nyangwara,Jeremiah Matoke,45,Kisii,265,Bomachoge Chache,21,Orange Democratic Movement,ODM,
1656,Obondi,Lugard Mogusu,45,Kisii,265,Bomachoge Chache,71,National Liberal Party,NLP,
1657,Ogari,Simon Nyaundi,45,Kisii,265,Bomachoge Chache,27,Jubilee Party,JP,
1658,Ombati,Evans Orenge,45,Kisii,265,Bomachoge Chache,5,Chama Mwangaza Daima,CMD,
1659,Omwange,Joseph Swanya,45,Kisii,265,Bomachoge Chache,39,Peoples Democratic Party,PDP,
1660,Omwega,Andrew Mbaka,45,Kisii,265,Bomachoge Chache,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1661,Ontiri,Machana Mokua,45,Kisii,265,Bomachoge Chache,40,New Democrats,ND,
1662,Kebira,Ocharo,45,Kisii,266,Nyaribari Masaba,21,Orange Democratic Movement,ODM,
1663,Makori,Johnson Omoi,45,Kisii,266,Nyaribari Masaba,7,Party of Independent Candidates of Kenya,PICK,
1664,Matoke,Chweya Laban,45,Kisii,266,Nyaribari Masaba,12,Wiper Democratic Movement - Kenya,WDM-K,
1665,Moindi,Elijah Mosomi,45,Kisii,266,Nyaribari Masaba,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
1666,Nyairo,Kennedy Obare,45,Kisii,266,Nyaribari Masaba,27,Jubilee Party,JP,
1667,Nyakeriga,Edward Onwong'a,45,Kisii,266,Nyaribari Masaba,58,Republican Liberty Party,RLP,
1668,Nyamoko,Benard Moseti,45,Kisii,266,Nyaribari Masaba,9,Kenya National Congress,KNC,
1669,Oira,Hezekiel,45,Kisii,266,Nyaribari Masaba,39,Peoples Democratic Party,PDP,
1670,Ombaba,Jackson  Morly  Mosongo,45,Kisii,266,Nyaribari Masaba,19,Kenya Social Congress,KSC,
1671,Ombaki,Ezekiel Machogu,45,Kisii,266,Nyaribari Masaba,37,National Agenda Party of Kenya,NAPK,
1672,Sagini,Abel Ondimu,45,Kisii,266,Nyaribari Masaba,62,Amani National Congress,ANC,
1673,Bichage,Chris Munga Nyamaratandi,45,Kisii,267,Nyaribari Chache,21,Orange Democratic Movement,ODM,
1674,Jhanda,Zaheer,45,Kisii,267,Nyaribari Chache,12,Wiper Democratic Movement - Kenya,WDM-K,
1675,Kanani,Simeon Sagana,45,Kisii,267,Nyaribari Chache,33,Kenya African National Union,KANU,
1676,Kenani,James F O,45,Kisii,267,Nyaribari Chache,39,Peoples Democratic Party,PDP,
1677,Mogaka,Benson Musa,45,Kisii,267,Nyaribari Chache,19,Kenya Social Congress,KSC,
1678,Monda,Robert Onsare,45,Kisii,267,Nyaribari Chache,62,Amani National Congress,ANC,
1679,Otara,Henry Nyachio,45,Kisii,267,Nyaribari Chache,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1680,Otundo,Rael,45,Kisii,267,Nyaribari Chache,9,Kenya National Congress,KNC,
1681,Tongi,Richard Nyagaka,45,Kisii,267,Nyaribari Chache,27,Jubilee Party,JP,
1682,Angwenyi,Jimmy  Nuru Ondieki,45,Kisii,268,Kitutu Chache North,27,Jubilee Party,JP,
